timestamp,open,high,low,close,volume
2025-05-09 19:55:00,193.1600,193.2000,193.0500,193.2000,12550
2025-05-09 19:50:00,193.1700,193.2000,193.1300,193.2000,2535
2025-05-09 19:45:00,193.1850,193.2400,193.1300,193.1700,1655
2025-05-09 19:40:00,193.2400,193.2400,193.1300,193.2400,2126
2025-05-09 19:35:00,193.1200,193.2400,193.1100,193.1850,3975
2025-05-09 19:30:00,193.1000,193.1900,193.0700,193.1400,547
2025-05-09 19:25:00,193.1400,193.1900,193.0600,193.1300,971
2025-05-09 19:20:00,193.0950,193.1900,193.0600,193.1202,1808
2025-05-09 19:15:00,193.0600,193.1000,193.0100,193.0998,2215
2025-05-09 19:10:00,193.1000,193.1000,193.0500,193.0700,1035
2025-05-09 19:05:00,193.1000,193.1400,193.0900,193.0900,1727
2025-05-09 19:00:00,193.1600,193.1600,193.1000,193.1400,336
2025-05-09 18:55:00,193.1800,193.1900,193.0925,193.1800,703
2025-05-09 18:50:00,193.1750,193.1900,193.1400,193.1400,1139
2025-05-09 18:45:00,193.1500,193.1900,193.1300,193.1900,2604
2025-05-09 18:40:00,193.1750,193.2000,193.1500,193.1889,1731
2025-05-09 18:35:00,193.1780,193.2000,193.1300,193.1750,2602
2025-05-09 18:30:00,193.2000,193.2000,193.1400,193.1800,1665
2025-05-09 18:25:00,193.1000,193.2000,193.1000,193.1900,1233
2025-05-09 18:20:00,193.1500,193.2000,193.1000,193.1500,201
2025-05-09 18:15:00,193.1600,193.2000,193.0900,193.1997,1119
2025-05-09 18:10:00,193.1400,193.2000,193.0927,193.0927,1279
2025-05-09 18:05:00,193.1500,193.1500,193.1200,193.1400,873
2025-05-09 18:00:00,193.1400,193.1500,193.1200,193.1350,2294
2025-05-09 17:55:00,193.1200,193.1600,193.0900,193.1200,618
2025-05-09 17:50:00,193.0900,193.1600,193.0900,193.1200,2475
2025-05-09 17:45:00,193.1000,193.1500,193.0500,193.0915,2063
2025-05-09 17:40:00,193.0600,193.1000,193.0500,193.0750,855
2025-05-09 17:35:00,193.0118,193.1200,193.0100,193.0800,874
2025-05-09 17:30:00,193.1100,193.1600,193.0100,193.1600,2228
2025-05-09 17:25:00,193.1400,193.1700,193.0200,193.0600,2238
2025-05-09 17:20:00,193.0800,193.1300,193.0000,193.0400,32207
2025-05-09 17:15:00,193.1043,193.1400,193.0100,193.0500,5540
2025-05-09 17:10:00,193.2200,193.2400,193.0600,193.0924,38461
2025-05-09 17:05:00,193.2400,199.4261,179.8088,193.2000,6000
2025-05-09 17:00:00,193.2100,202.8489,179.8088,193.2391,3609
2025-05-09 16:55:00,193.1700,202.8489,193.0900,193.2300,4150
2025-05-09 16:50:00,193.0900,201.8592,187.9420,193.1700,61391
2025-05-09 16:45:00,193.0600,196.6162,193.0600,193.1200,4834
2025-05-09 16:40:00,193.1500,193.1600,193.0600,193.0700,4014
2025-05-09 16:35:00,193.0600,193.1500,193.0000,193.1500,1187
2025-05-09 16:30:00,193.1100,193.1500,193.0000,193.1200,1761
2025-05-09 16:25:00,193.1500,193.1600,193.0600,193.0600,449652
2025-05-09 16:20:00,193.1200,193.1600,193.0600,193.1200,12108
2025-05-09 16:15:00,193.0600,193.1400,193.0000,193.1000,34453
