timestamp,open,high,low,close,volume
2025-05-09 19:55:00,383.3900,383.3900,383.3300,383.3500,21
2025-05-09 19:50:00,383.5700,384.1900,383.5700,384.1900,2
2025-05-09 19:45:00,383.3938,383.3938,383.3000,383.3000,14
2025-05-09 19:40:00,383.3900,383.5700,383.3900,383.5700,31
2025-05-09 19:35:00,383.2000,383.5000,383.2000,383.3900,81
2025-05-09 19:30:00,383.4700,383.4700,383.4700,383.4700,1
2025-05-09 19:20:00,383.9900,383.9900,383.4700,383.4700,3
2025-05-09 19:15:00,383.4700,383.4700,383.1000,383.1000,19
2025-05-09 19:10:00,383.4000,383.4000,383.0100,383.0100,2
2025-05-09 19:05:00,383.0100,383.4700,383.0100,383.4700,12
2025-05-09 19:00:00,383.5180,383.5180,382.9500,383.4700,57
2025-05-09 18:55:00,383.0500,383.4700,383.0300,383.0300,12
2025-05-09 18:50:00,383.4700,383.5000,383.4700,383.4700,72
2025-05-09 18:45:00,383.2700,383.9900,383.0100,383.4700,14
2025-05-09 18:40:00,383.0793,383.2700,382.9500,383.2700,26
2025-05-09 18:35:00,383.5000,383.5000,382.9500,382.9500,7
2025-05-09 18:30:00,383.5700,383.5700,383.5400,383.5400,3
2025-05-09 18:25:00,383.5700,383.5700,382.9500,383.0235,138
2025-05-09 18:20:00,383.6300,383.6300,383.2800,383.3000,31
2025-05-09 18:15:00,383.5700,384.1900,383.3100,383.3100,11
2025-05-09 18:10:00,382.9512,382.9512,382.9512,382.9512,1
2025-05-09 18:05:00,383.6500,383.6500,383.6500,383.6500,1
2025-05-09 18:00:00,383.5700,383.6900,383.5700,383.6900,3
2025-05-09 17:55:00,383.6500,383.6500,383.6500,383.6500,50
2025-05-09 17:50:00,383.3700,383.6800,383.2800,383.6300,72
2025-05-09 17:45:00,383.5700,383.5700,383.2700,383.3800,8
2025-05-09 17:40:00,383.3800,383.6800,383.3800,383.6800,6
2025-05-09 17:35:00,383.9900,383.9900,383.4300,383.4300,9
2025-05-09 17:25:00,383.6600,383.6600,383.2800,383.2800,62
2025-05-09 17:20:00,383.5400,383.7500,383.2800,383.6800,1196
2025-05-09 17:15:00,384.5500,384.5500,382.9500,382.9500,113
2025-05-09 17:10:00,383.3100,384.5500,382.9500,383.2800,597
2025-05-09 17:05:00,388.4174,388.4174,382.9500,383.9000,45
2025-05-09 17:00:00,382.9900,383.3100,382.9900,383.3100,6
2025-05-09 16:55:00,383.3100,383.5100,383.0400,383.5100,205
2025-05-09 16:50:00,383.2800,383.4600,382.9500,383.4600,83
2025-05-09 16:45:00,383.3100,383.4650,383.3100,383.4650,11
2025-05-09 16:40:00,383.8000,383.8000,383.3300,383.4650,6
2025-05-09 16:35:00,383.4500,383.5100,383.2800,383.2800,1372
2025-05-09 16:30:00,383.3100,383.9800,382.9500,383.2900,41
2025-05-09 16:25:00,383.6900,383.6900,382.9500,383.4650,39575
2025-05-09 16:20:00,386.7000,386.7000,383.3100,383.6900,305
2025-05-09 16:15:00,383.2800,386.7000,383.2800,386.7000,672
2025-05-09 16:10:00,383.9800,386.6999,383.7000,384.9900,21
2025-05-09 16:05:00,383.2800,386.8600,383.2800,383.2800,1591
2025-05-09 16:00:00,383.2000,384.9050,382.9600,383.3500,461999
2025-05-09 15:55:00,383.7300,383.7550,382.8800,383.1900,100690
2025-05-09 15:50:00,383.6100,383.9700,383.4550,383.7700,44735
2025-05-09 15:45:00,384.1992,384.1992,383.3668,383.5400,27899
2025-05-09 15:40:00,384.1200,384.3250,383.9890,384.2000,21339
2025-05-09 15:35:00,384.2800,384.3900,384.0100,384.1200,20102
2025-05-09 15:30:00,384.1600,384.3800,383.8200,384.2600,26475
2025-05-09 15:25:00,384.5700,384.5700,384.0800,384.1400,13856
2025-05-09 15:20:00,384.8305,384.9100,384.3300,384.6300,18203
2025-05-09 15:15:00,384.5500,385.0500,384.5500,385.0100,15993
2025-05-09 15:10:00,385.1100,385.1500,384.4400,384.4400,24705
2025-05-09 15:05:00,384.8500,385.0800,384.7250,385.0570,13441
2025-05-09 15:00:00,384.5900,384.8300,384.4500,384.7700,13138
2025-05-09 14:55:00,384.7200,384.7396,384.4850,384.5442,15042
2025-05-09 14:50:00,384.9500,385.0900,384.6300,384.6700,10265
2025-05-09 14:45:00,384.5900,384.9500,384.5800,384.8500,7433
2025-05-09 14:40:00,384.4650,384.5800,384.4000,384.5400,14754
2025-05-09 14:35:00,384.8200,384.8313,384.4200,384.5000,13173
2025-05-09 14:30:00,384.6700,384.9200,384.5800,384.8150,12449
2025-05-09 14:25:00,384.5850,384.6799,384.5000,384.6600,14573
2025-05-09 14:20:00,384.3100,384.5360,384.1700,384.3200,13516
2025-05-09 14:15:00,384.3600,384.6500,383.9400,384.2800,14397
2025-05-09 14:10:00,384.3900,384.5400,384.3400,384.3600,10613
2025-05-09 14:05:00,384.5300,384.7300,384.4700,384.4900,14487
2025-05-09 14:00:00,385.1122,385.1122,384.5300,384.5300,16254
2025-05-09 13:55:00,385.0400,385.2000,384.9744,385.0500,10073
2025-05-09 13:50:00,384.8100,385.0600,384.5700,385.0600,17541
2025-05-09 13:45:00,384.9200,384.9250,384.7000,384.8100,21361
2025-05-09 13:40:00,384.9250,385.0700,384.5300,384.9100,30393
2025-05-09 13:35:00,385.1800,385.5129,385.0800,385.0950,13868
2025-05-09 13:30:00,385.0175,385.2526,384.8736,385.1800,18085
2025-05-09 13:25:00,385.1165,385.1450,385.0000,385.0550,7487
2025-05-09 13:20:00,384.9500,385.1000,384.2600,384.9650,30252
2025-05-09 13:15:00,384.5016,385.0000,384.5016,384.8600,10342
2025-05-09 13:10:00,384.9500,385.1500,384.5250,384.5450,8707
2025-05-09 13:05:00,384.7601,385.0010,384.6150,385.0010,8338
2025-05-09 13:00:00,384.7050,385.0400,384.6369,384.7600,9495
2025-05-09 12:55:00,384.8500,384.8700,384.6200,384.6500,5816
2025-05-09 12:50:00,384.6350,384.7300,384.4600,384.7200,9971
2025-05-09 12:45:00,384.9245,384.9900,384.3600,384.3750,12370
2025-05-09 12:40:00,384.9600,385.1800,384.8814,385.0350,7549
2025-05-09 12:35:00,384.8700,385.2900,384.8550,384.9600,17455
2025-05-09 12:30:00,384.9600,385.2177,384.6425,384.6425,15925
2025-05-09 12:25:00,385.0800,385.2900,384.9300,385.1400,14102
2025-05-09 12:20:00,385.0800,385.3399,385.0200,385.0600,8955
2025-05-09 12:15:00,384.9350,385.2500,384.6500,385.1500,12263
2025-05-09 12:10:00,384.7150,384.9800,384.4050,384.9300,13067
2025-05-09 12:05:00,384.7000,385.2000,384.7000,384.7800,10700
2025-05-09 12:00:00,386.0900,386.1000,385.0000,385.0000,11903
2025-05-09 11:55:00,385.7200,386.2300,385.7100,386.1250,19035
2025-05-09 11:50:00,385.5050,385.9600,385.5050,385.7700,11407
2025-05-09 11:45:00,385.2750,385.8400,385.2650,385.5500,16025
2025-05-09 11:40:00,385.3850,385.5100,385.2100,385.3200,9916
2025-05-09 11:35:00,385.3000,385.5500,384.9700,385.3696,14677
2025-05-09 11:30:00,384.9750,385.2500,384.5800,385.2500,17712
