timestamp,open,high,low,close,volume
2025-05-09 19:55:00,591.9000,591.9000,591.5000,591.5000,2187
2025-05-09 19:50:00,591.7000,591.9000,591.5000,591.6000,1879
2025-05-09 19:45:00,591.7800,591.8000,591.5000,591.6000,820
2025-05-09 19:40:00,591.8500,591.9000,591.5000,591.7000,1489
2025-05-09 19:35:00,591.6952,591.9000,591.6952,591.8000,1010
2025-05-09 19:30:00,591.9100,591.9200,591.7193,591.7950,237
2025-05-09 19:25:00,592.0000,592.0700,591.5200,591.9200,1136
2025-05-09 19:20:00,592.1500,592.1500,591.7200,591.9100,1217
2025-05-09 19:15:00,592.1500,592.2000,592.0000,592.1000,1012
2025-05-09 19:10:00,592.3500,592.3500,592.1000,592.1500,587
2025-05-09 19:05:00,592.4150,592.5400,592.2900,592.3300,178
2025-05-09 19:00:00,592.4000,592.7000,592.1100,592.5400,333
2025-05-09 18:55:00,592.2800,592.7000,592.1150,592.4050,232
2025-05-09 18:50:00,592.1000,592.2800,592.1000,592.2700,700
2025-05-09 18:45:00,592.5500,592.7000,592.0100,592.1900,1120
2025-05-09 18:40:00,592.6700,592.7000,592.1247,592.6974,118
2025-05-09 18:35:00,592.2200,592.7000,592.1000,592.4050,1747
2025-05-09 18:30:00,592.2500,592.4000,592.1000,592.2250,363
2025-05-09 18:25:00,592.4000,592.4000,592.0001,592.2875,912
2025-05-09 18:20:00,592.3800,592.4000,592.0000,592.3800,184
2025-05-09 18:15:00,592.2500,592.3900,592.1000,592.2500,1108
2025-05-09 18:10:00,592.1500,592.2500,592.0000,592.2500,1186
2025-05-09 18:05:00,592.2050,592.2500,592.1500,592.1800,338
2025-05-09 18:00:00,592.2750,592.4000,592.1600,592.2500,1918
2025-05-09 17:55:00,592.1999,592.4000,592.1500,592.3800,2733
2025-05-09 17:50:00,592.1661,592.4600,592.1500,592.1500,366
2025-05-09 17:45:00,592.4535,592.4600,592.1000,592.2000,486
2025-05-09 17:40:00,592.4500,592.4600,592.1350,592.3300,761
2025-05-09 17:35:00,592.2500,592.4600,592.1200,592.1500,661
2025-05-09 17:30:00,592.4500,592.6000,592.2100,592.2300,564
2025-05-09 17:25:00,592.4900,592.6200,592.3000,592.5988,651
2025-05-09 17:20:00,592.5000,592.7000,592.3550,592.4900,8035
2025-05-09 17:15:00,592.5200,592.7000,592.4100,592.5000,823
2025-05-09 17:10:00,592.4300,592.6700,592.3700,592.5000,27998
2025-05-09 17:05:00,592.6000,592.6700,574.4235,592.5200,1397
2025-05-09 17:00:00,592.5300,592.6750,568.8662,592.5000,7391
2025-05-09 16:55:00,592.4900,592.9500,574.4235,592.9488,1915
2025-05-09 16:50:00,592.1100,592.4900,581.5240,592.2850,1271
2025-05-09 16:45:00,592.1300,632.2755,568.8662,592.0900,786
2025-05-09 16:40:00,592.0000,592.3900,592.0000,592.3500,1211
2025-05-09 16:35:00,591.8700,592.3900,591.6800,592.2200,3471
2025-05-09 16:30:00,592.0000,592.3600,591.6600,591.8700,1959
2025-05-09 16:25:00,592.2000,592.4900,591.9000,591.9500,11114
2025-05-09 16:20:00,592.4900,592.4900,592.0000,592.2000,47275
2025-05-09 16:15:00,592.3900,592.4900,592.1100,592.1513,16042
2025-05-09 16:10:00,592.3600,592.6400,592.1100,592.2000,11086
2025-05-09 16:05:00,592.6500,592.9875,592.0000,592.4100,5505
2025-05-09 16:00:00,592.6000,593.9500,592.0100,592.5750,1462197
2025-05-09 15:55:00,594.0600,594.0600,592.4100,592.5600,369128
2025-05-09 15:50:00,593.5500,594.2300,593.4700,594.0600,165869
