timestamp,open,high,low,close,volume
2025-05-09 19:55:00,1139.5400,1139.9988,1139.0900,1139.1000,384
2025-05-09 19:50:00,1139.2700,1139.9770,1139.2500,1139.9770,75
2025-05-09 19:45:00,1139.5400,1139.6400,1139.3500,1139.5450,70
2025-05-09 19:40:00,1139.3500,1139.9900,1139.3500,1139.9900,98
2025-05-09 19:35:00,1139.6400,1140.2000,1139.3500,1139.3500,29
2025-05-09 19:30:00,1139.6400,1139.6400,1139.6400,1139.6400,9
2025-05-09 19:25:00,1139.4600,1139.8000,1139.0800,1139.5000,331
2025-05-09 19:20:00,1139.9900,1139.9900,1139.0895,1139.0895,34
2025-05-09 19:15:00,1139.4700,1139.6400,1139.0800,1139.5000,134
2025-05-09 19:10:00,1139.6400,1139.9800,1139.0800,1139.4500,322
2025-05-09 19:05:00,1139.1100,1139.6400,1139.0800,1139.0800,156
2025-05-09 19:00:00,1139.6400,1139.6400,1139.0800,1139.1100,38
2025-05-09 18:55:00,1139.6400,1139.6400,1139.0900,1139.5100,34
2025-05-09 18:50:00,1139.6400,1140.2000,1139.1100,1139.7600,132
2025-05-09 18:45:00,1139.6400,1140.2000,1139.0800,1139.6400,25
2025-05-09 18:40:00,1140.1720,1140.2000,1139.0800,1139.6400,38
2025-05-09 18:35:00,1139.6400,1140.2000,1139.0800,1140.2000,460
2025-05-09 18:30:00,1139.6500,1140.0000,1139.1000,1139.2000,544
2025-05-09 18:25:00,1139.6500,1140.2000,1139.1000,1139.6500,13
2025-05-09 18:20:00,1139.6500,1139.9900,1139.5600,1139.6500,31
2025-05-09 18:15:00,1139.6500,1140.2000,1139.1000,1140.1725,13
2025-05-09 18:10:00,1139.6500,1140.2000,1139.5500,1139.9900,70
2025-05-09 18:05:00,1139.5200,1140.2000,1139.1000,1140.2000,64
2025-05-09 18:00:00,1139.5500,1139.9900,1139.5450,1139.7000,271
2025-05-09 17:55:00,1139.5500,1140.0000,1139.5500,1139.9900,252
2025-05-09 17:50:00,1139.5500,1140.0000,1139.1000,1140.0000,22
2025-05-09 17:45:00,1139.6000,1140.0000,1139.1000,1139.5500,149
2025-05-09 17:40:00,1139.5500,1139.9900,1139.5500,1139.9900,15
2025-05-09 17:35:00,1139.7900,1140.0000,1139.5500,1139.5500,134
2025-05-09 17:30:00,1140.0000,1141.0000,1139.7900,1140.1950,33
2025-05-09 17:25:00,1140.2000,1140.9900,1139.5600,1140.2000,10
2025-05-09 17:20:00,1139.5700,1140.2200,1139.5500,1140.2050,191
2025-05-09 17:15:00,1140.2700,1141.0000,1139.5500,1141.0000,49
2025-05-09 17:10:00,1139.0500,1140.4700,1139.0500,1140.3700,724
2025-05-09 17:05:00,1139.6800,1141.2925,1139.6800,1140.2000,88
2025-05-09 17:00:00,1140.2000,1141.3488,1139.5500,1141.3488,69
2025-05-09 16:55:00,1140.7000,1140.9700,1139.0500,1140.1200,98
2025-05-09 16:50:00,1142.0000,1142.0000,1139.0400,1140.1950,166
2025-05-09 16:45:00,1142.0000,1142.0000,1139.1000,1140.5500,22
2025-05-09 16:40:00,1140.0500,1141.9999,1139.7200,1141.9999,141
2025-05-09 16:35:00,1139.7000,1140.2050,1139.5000,1140.0550,20
2025-05-09 16:30:00,1140.2000,1140.3000,1139.8200,1140.2050,35
2025-05-09 16:25:00,1140.1500,1140.2200,1139.3000,1140.2000,6119
2025-05-09 16:20:00,1139.5750,1140.3000,1139.0600,1139.1012,1665
2025-05-09 16:15:00,1140.2200,1140.2200,1139.0100,1139.5100,275
2025-05-09 16:10:00,1140.2200,1140.7500,1139.0000,1139.3600,702
2025-05-09 16:05:00,1140.6050,1140.7500,1139.2100,1139.9800,323
2025-05-09 16:00:00,1139.7600,1142.4665,1139.2100,1140.2000,398194
2025-05-09 15:55:00,1141.5500,1142.0150,1139.6000,1139.7600,134187
2025-05-09 15:50:00,1142.0000,1143.0000,1140.1300,1142.1200,63089
2025-05-09 15:45:00,1140.6800,1141.3500,1139.5516,1141.3500,30901
2025-05-09 15:40:00,1141.2350,1141.3500,1140.1250,1140.8392,41876
2025-05-09 15:35:00,1141.2278,1141.5600,1140.6700,1141.2250,30846
2025-05-09 15:30:00,1139.9300,1141.1100,1139.1200,1141.0900,44192
2025-05-09 15:25:00,1140.0300,1140.1200,1139.2400,1139.7300,30617
2025-05-09 15:20:00,1140.7850,1141.0500,1139.8096,1140.1081,29063
2025-05-09 15:15:00,1140.9400,1141.0500,1140.2000,1141.0332,38376
2025-05-09 15:10:00,1141.2250,1142.0500,1140.2000,1140.4750,25966
2025-05-09 15:05:00,1140.0800,1141.7350,1139.9900,1141.2300,33548
2025-05-09 15:00:00,1140.9500,1141.0000,1139.6200,1140.0600,26820
2025-05-09 14:55:00,1141.0000,1141.3300,1140.4500,1140.8800,20930
2025-05-09 14:50:00,1140.7150,1141.3400,1140.6000,1140.9200,16669
2025-05-09 14:45:00,1140.1051,1141.1750,1140.1051,1140.3800,18244
2025-05-09 14:40:00,1140.6650,1141.0000,1139.9301,1139.9301,20505
2025-05-09 14:35:00,1141.2000,1141.2100,1140.4500,1140.4800,7551
