timestamp,open,high,low,close,volume
2025-05-09 19:55:00,438.3412,438.3500,438.0000,438.3500,191
2025-05-09 19:50:00,438.2911,438.3500,438.0000,438.0000,573
2025-05-09 19:45:00,438.2900,438.4100,438.2900,438.3200,203
2025-05-09 19:40:00,438.5925,438.6000,438.2900,438.4450,187
2025-05-09 19:35:00,438.4450,438.6000,438.2900,438.6000,370
2025-05-09 19:30:00,438.4450,438.6000,438.4400,438.4400,186
2025-05-09 19:25:00,438.3200,438.5000,438.3000,438.4450,314
2025-05-09 19:20:00,438.2800,438.3500,438.2800,438.3150,205
2025-05-09 19:15:00,438.3150,438.3500,438.2800,438.3488,123
2025-05-09 19:10:00,438.3100,438.3500,438.2800,438.3150,2360
2025-05-09 19:05:00,438.2800,438.3500,438.2800,438.3500,54
2025-05-09 19:00:00,438.3400,438.3500,438.2800,438.3300,65
2025-05-09 18:55:00,438.2600,438.3500,438.2600,438.3150,266
2025-05-09 18:50:00,438.2000,438.3500,438.2000,438.2750,486
2025-05-09 18:45:00,438.3000,438.3400,438.2000,438.2000,521
2025-05-09 18:40:00,438.1100,438.3000,438.1100,438.2600,601
2025-05-09 18:35:00,438.2000,438.3000,438.1000,438.2900,1473
2025-05-09 18:30:00,438.3300,438.3300,438.1600,438.3000,611
2025-05-09 18:25:00,438.1200,438.3300,438.1000,438.3300,1681
2025-05-09 18:20:00,438.2000,438.2600,438.1000,438.1800,480
2025-05-09 18:15:00,438.2000,438.3000,438.1000,438.1800,168
2025-05-09 18:10:00,438.1800,438.2950,438.1000,438.1900,100
2025-05-09 18:05:00,438.1600,438.3000,438.1000,438.1400,70
2025-05-09 18:00:00,438.1611,438.3000,438.1200,438.1500,317
2025-05-09 17:55:00,438.2100,438.3000,438.1200,438.2000,223
2025-05-09 17:50:00,438.1617,438.2600,438.1200,438.2100,102
2025-05-09 17:45:00,438.1200,438.3300,438.1200,438.2100,61
2025-05-09 17:40:00,438.1700,438.3300,438.1200,438.2250,425
2025-05-09 17:35:00,438.2000,438.2500,438.1200,438.1300,240
2025-05-09 17:30:00,438.1700,438.3100,438.1283,438.2000,172
2025-05-09 17:25:00,438.1800,438.3100,438.1000,438.2050,163
2025-05-09 17:20:00,438.2300,438.7300,380.4660,438.1900,11714
2025-05-09 17:15:00,438.2300,438.7300,438.1000,438.1500,683905
2025-05-09 17:10:00,438.2900,438.3200,438.1000,438.2100,356
2025-05-09 17:05:00,449.5351,449.5351,409.7972,438.1950,1240
2025-05-09 17:00:00,438.4000,449.5351,409.7972,432.8595,1476
2025-05-09 16:55:00,438.4000,438.4900,417.4114,438.4000,1705
2025-05-09 16:50:00,438.2306,451.8694,426.8847,438.4000,2768
2025-05-09 16:45:00,438.2314,438.4000,408.8500,438.3900,2237
2025-05-09 16:40:00,438.3300,438.4000,438.1933,438.3150,787
2025-05-09 16:35:00,438.3500,438.4000,438.0000,438.2900,905
2025-05-09 16:30:00,438.2600,438.5000,438.0000,438.2700,540
2025-05-09 16:25:00,438.4900,438.5000,438.0200,438.4700,1715
2025-05-09 16:20:00,438.4250,438.5000,438.3500,438.4994,649
2025-05-09 16:15:00,438.7300,438.7300,438.1800,438.3500,5411
2025-05-09 16:10:00,438.3000,438.7300,438.1800,438.4300,36858
2025-05-09 16:05:00,438.8700,438.9000,438.2850,438.4350,7723
2025-05-09 16:00:00,438.7300,439.0300,438.0200,438.8400,4667776
2025-05-09 15:55:00,439.1900,439.2500,438.4300,438.8500,652518
2025-05-09 15:50:00,439.0300,439.5100,438.9200,439.1500,344905
2025-05-09 15:45:00,439.0900,439.1600,438.4900,438.9450,137733
2025-05-09 15:40:00,438.9000,439.1500,438.7993,439.1029,102749
2025-05-09 15:35:00,439.2900,439.4200,438.7300,438.9100,90690
2025-05-09 15:30:00,439.1050,439.3950,438.5500,439.3300,154867
2025-05-09 15:25:00,439.1700,439.3200,438.8900,439.0400,84663
2025-05-09 15:20:00,439.4000,439.4900,438.9200,439.1200,96163
2025-05-09 15:15:00,439.2500,439.4700,439.1000,439.3801,81586
2025-05-09 15:10:00,439.4500,439.7200,439.0700,439.2600,140330
2025-05-09 15:05:00,439.3850,439.5500,439.1400,439.4150,252953
2025-05-09 15:00:00,438.8100,439.3900,438.8000,439.3800,121015
2025-05-09 14:55:00,438.8050,438.9700,438.7016,438.7650,91985
2025-05-09 14:50:00,438.7950,439.1100,438.4200,438.7950,90784
2025-05-09 14:45:00,438.3700,438.9400,438.3400,438.7950,152476
2025-05-09 14:40:00,438.1300,438.3800,438.0700,438.3400,75601
2025-05-09 14:35:00,438.2850,438.3800,438.0000,438.1000,61623
2025-05-09 14:30:00,437.8900,438.3600,437.8300,438.2890,107874
2025-05-09 14:25:00,438.0000,438.0600,437.7600,437.9200,76169
2025-05-09 14:20:00,437.9750,438.2100,437.8000,438.0000,77036
2025-05-09 14:15:00,437.7600,438.1700,437.3800,438.0000,159431
2025-05-09 14:10:00,437.6482,437.8050,437.4900,437.7750,58200
2025-05-09 14:05:00,437.8000,438.0100,437.5601,437.6360,73734
2025-05-09 14:00:00,437.9000,438.1000,437.8004,437.8004,70458
2025-05-09 13:55:00,437.6700,438.0000,437.5750,437.9100,83443
2025-05-09 13:50:00,437.4850,437.7400,437.1950,437.6249,53012
2025-05-09 13:45:00,437.3800,437.5700,437.3121,437.5000,76601
2025-05-09 13:40:00,436.7650,437.4600,436.6100,437.3800,89889
2025-05-09 13:35:00,436.6850,436.9100,436.5350,436.7500,67426
2025-05-09 13:30:00,436.7950,436.9400,436.4050,436.6400,80820
2025-05-09 13:25:00,437.0000,437.2500,436.7700,436.7800,62622
2025-05-09 13:20:00,437.0746,437.2900,436.1300,437.0600,158344
2025-05-09 13:15:00,436.6200,437.2300,436.6200,437.0750,46561
2025-05-09 13:10:00,436.7600,437.1700,436.5800,436.6958,50865
2025-05-09 13:05:00,436.8100,436.8400,436.4100,436.7500,49838
2025-05-09 13:00:00,436.8050,437.0900,436.7600,436.7600,47750
2025-05-09 12:55:00,437.0800,437.2300,436.7700,436.8200,55106
2025-05-09 12:50:00,436.4050,437.0900,436.4050,437.0600,66308
2025-05-09 12:45:00,436.6992,436.7800,436.2200,436.4100,80360
2025-05-09 12:40:00,436.7650,437.0000,436.6800,436.7400,58790
2025-05-09 12:35:00,436.5100,437.0400,436.5100,436.8200,64420
2025-05-09 12:30:00,436.3800,436.5700,436.2250,436.5000,49048
2025-05-09 12:25:00,436.5300,436.6500,436.3300,436.4500,81771
2025-05-09 12:20:00,436.4760,436.6500,436.3950,436.6200,46639
2025-05-09 12:15:00,436.7100,436.8800,436.4000,436.4295,82791
2025-05-09 12:10:00,436.5300,436.6600,435.8800,436.6450,120956
2025-05-09 12:05:00,436.7600,437.1600,436.4950,436.4950,58443
2025-05-09 12:00:00,437.7200,437.7500,436.7650,436.7650,62444
2025-05-09 11:55:00,437.2900,437.7600,437.1800,437.7500,86805
2025-05-09 11:50:00,437.0300,437.5000,436.8800,437.2900,78658
2025-05-09 11:45:00,436.9900,437.2900,436.8200,437.0142,110680
2025-05-09 11:40:00,436.6100,436.9900,436.4650,436.9360,86952
